fast,slow,exp,fast_avg,fast_std,fast_delta,slow_avg,slow_std,slow_delta,label
0.7471016407012939,0.9329669237136841,0.9153327584266663,0.7406925809383392,0.007893110569920122,-0.0029830098152160422,0.932866553068161,0.0009293540144584395,-0.0004254579544067383,0
0.7471016407012939,0.9329669237136841,0.9153327584266663,0.7406925809383392,0.007893110569920122,-0.0029830098152160422,0.932866553068161,0.0009293540144584395,-0.0004254579544067383,0
0.7471016407012939,0.9329669237136841,0.9153327584266663,0.7406925809383392,0.007893110569920122,-0.0029830098152160422,0.932866553068161,0.0009293540144584395,-0.0004254579544067383,0
0.7471016407012939,0.9329669237136841,0.9153327584266663,0.7406925809383392,0.007893110569920122,-0.0029830098152160422,0.932866553068161,0.0009293540144584395,-0.0004254579544067383,0
0.734966266155243,0.9312593817710877,0.9190810561180115,0.7391807425022126,0.007380617183909851,-0.010765779018402033,0.9326532530784608,0.001024134944598162,-0.0017341136932372825,0
0.734966266155243,0.9312593817710877,0.9190810561180115,0.7391807425022126,0.007380617183909851,-0.010765779018402033,0.9326532530784608,0.001024134944598162,-0.0017341136932372825,0
0.734966266155243,0.9312593817710877,0.9190810561180115,0.7391807425022126,0.007380617183909851,-0.010765779018402033,0.9326532530784608,0.001024134944598162,-0.0017341136932372825,0
0.734966266155243,0.9312593817710877,0.9190810561180115,0.7391807425022126,0.007380617183909851,-0.010765779018402033,0.9326532530784608,0.001024134944598162,-0.0017341136932372825,0
0.7249584555625915,0.9319339156150818,0.917270278930664,0.7371033835411072,0.008129789522008567,-0.015214693546295233,0.9325472950935364,0.0010381683103842256,0.0007064700126647727,0
0.7249584555625915,0.9319339156150818,0.917270278930664,0.7371033835411072,0.008129789522008567,-0.015214693546295233,0.9325472950935364,0.0010381683103842256,0.0007064700126647727,0
0.7249584555625915,0.9319339156150818,0.917270278930664,0.7371033835411072,0.008129789522008567,-0.015214693546295233,0.9325472950935364,0.0010381683103842256,0.0007064700126647727,0
0.7372696876525879,0.9346153259277343,0.914057195186615,0.7368130373954773,0.008066572780897422,0.003710031509399414,0.932886083126068,0.0011029465059094483,0.0024733543395996094,0
0.7372696876525879,0.9346153259277343,0.914057195186615,0.7368130373954773,0.008066572780897422,0.003710031509399414,0.932886083126068,0.0011029465059094483,0.0024733543395996094,0
0.7372696876525879,0.9346153259277343,0.914057195186615,0.7368130373954773,0.008066572780897422,0.003710031509399414,0.932886083126068,0.0011029465059094483,0.0024733543395996094,0
0.7372696876525879,0.9346153259277343,0.914057195186615,0.7368130373954773,0.008066572780897422,0.003710031509399414,0.932886083126068,0.0011029465059094483,0.0024733543395996094,0
0.7388013958930969,0.932791018486023,0.9140437841415405,0.737337211370468,0.00800822989603125,-0.004436242580413863,0.932950987815857,0.0010760166851082795,-0.0017738938331604004,0
0.7388013958930969,0.932791018486023,0.9140437841415405,0.737337211370468,0.00800822989603125,-0.004436242580413863,0.932950987815857,0.0010760166851082795,-0.0017738938331604004,0
0.7388013958930969,0.932791018486023,0.9140437841415405,0.737337211370468,0.00800822989603125,-0.004436242580413863,0.932950987815857,0.0010760166851082795,-0.0017738938331604004,0
0.7206828117370605,0.9322861671447754,0.9161772489547729,0.7350817286968231,0.009126880227748614,-0.02107801437377932,0.9327231132984162,0.0009431906133748946,-0.00037194490432734817,0
0.7206828117370605,0.9322861671447754,0.9161772489547729,0.7350817286968231,0.009126880227748614,-0.02107801437377932,0.9327231132984162,0.0009431906133748946,-0.00037194490432734817,0
0.7206828117370605,0.9322861671447754,0.9161772489547729,0.7350817286968231,0.009126880227748614,-0.02107801437377932,0.9327231132984162,0.0009431906133748946,-0.00037194490432734817,0
0.7206828117370605,0.9322861671447754,0.9161772489547729,0.7350817286968231,0.009126880227748614,-0.02107801437377932,0.9327231132984162,0.0009431906133748946,-0.00037194490432734817,0
0.7375829339027404,0.9336045861244202,0.9188669204711915,0.7346639394760132,0.008904491191542723,0.015847516059875444,0.932817760705948,0.0009787376152284952,0.0018687009811402255,0
0.7375829339027404,0.9336045861244202,0.9188669204711915,0.7346639394760132,0.008904491191542723,0.015847516059875444,0.932817760705948,0.0009787376152284952,0.0018687009811402255,0
0.7375829339027404,0.9336045861244202,0.9188669204711915,0.7346639394760132,0.008904491191542723,0.015847516059875444,0.932817760705948,0.0009787376152284952,0.0018687009811402255,0
0.7375829339027404,0.9336045861244202,0.9188669204711915,0.7346639394760132,0.008904491191542723,0.015847516059875444,0.932817760705948,0.0009787376152284952,0.0018687009811402255,0
0.7474526286125183,0.93347669839859,0.9141788482666016,0.7372356605529784,0.008503916974176812,0.010574293136596635,0.9329918420314789,0.00092411981178481,-0.00027382373809814453,0
0.7474526286125183,0.93347669839859,0.9141788482666016,0.7372356605529784,0.008503916974176812,0.010574293136596635,0.9329918420314789,0.00092411981178481,-0.00027382373809814453,0
0.7474526286125183,0.93347669839859,0.9141788482666016,0.7372356605529784,0.008503916974176812,0.010574293136596635,0.9329918420314789,0.00092411981178481,-0.00027382373809814453,0
0.747238039970398,0.9336121439933777,0.9146781682968139,0.7382716310024262,0.009013066093816023,0.0005755901336670366,0.9329780042171478,0.0009136322255794393,0.0003782629966735396,0
0.747238039970398,0.9336121439933777,0.9146781682968139,0.7382716310024262,0.009013066093816023,0.0005755901336670366,0.9329780042171478,0.0009136322255794393,0.0003782629966735396,0
0.747238039970398,0.9336121439933777,0.9146781682968139,0.7382716310024262,0.009013066093816023,0.0005755901336670366,0.9329780042171478,0.0009136322255794393,0.0003782629966735396,0
0.747238039970398,0.9336121439933777,0.9146781682968139,0.7382716310024262,0.009013066093816023,0.0005755901336670366,0.9329780042171478,0.0009136322255794393,0.0003782629966735396,0
0.7367496609687805,0.9317487239837646,0.9187076449394226,0.7372803521156311,0.008569934759810577,-0.01035197973251345,0.9328294885158538,0.0009783826586123965,-0.0012181997299194336,0
0.7367496609687805,0.9317487239837646,0.9187076449394226,0.7372803521156311,0.008569934759810577,-0.01035197973251345,0.9328294885158538,0.0009783826586123965,-0.0012181997299194336,0
0.7367496609687805,0.9317487239837646,0.9187076449394226,0.7372803521156311,0.008569934759810577,-0.01035197973251345,0.9328294885158538,0.0009783826586123965,-0.0012181997299194336,0
0.7367496609687805,0.9317487239837646,0.9187076449394226,0.7372803521156311,0.008569934759810577,-0.01035197973251345,0.9328294885158538,0.0009783826586123965,-0.0012181997299194336,0
0.7225431561470032,0.9319273710250855,0.9179180502891541,0.7348245036602019,0.008915453645489018,-0.012423110008239813,0.932725533246994,0.0010128764397025426,0.0006679892539978027,0
0.7225431561470032,0.9319273710250855,0.9179180502891541,0.7348245036602019,0.008915453645489018,-0.012423110008239813,0.932725533246994,0.0010128764397025426,0.0006679892539978027,0
0.7225431561470032,0.9319273710250855,0.9179180502891541,0.7348245036602019,0.008915453645489018,-0.012423110008239813,0.932725533246994,0.0010128764397025426,0.0006679892539978027,0
0.7332588195800781,0.934804379940033,0.9154446244239807,0.7346537590026854,0.008927445713650032,0.008300364017486572,0.9330800330638885,0.0010570945578385633,0.002870464324951194,0
0.7332588195800781,0.934804379940033,0.9154446244239807,0.7346537590026854,0.008927445713650032,0.008300364017486572,0.9330800330638885,0.0010570945578385633,0.002870464324951194,0
0.7332588195800781,0.934804379940033,0.9154446244239807,0.7346537590026854,0.008927445713650032,0.008300364017486572,0.9330800330638885,0.0010570945578385633,0.002870464324951194,0
0.7332588195800781,0.934804379940033,0.9154446244239807,0.7346537590026854,0.008927445713650032,0.008300364017486572,0.9330800330638885,0.0010570945578385633,0.002870464324951194,0
0.738460648059845,0.933223831653595,0.9152346611022949,0.7360039782524108,0.008362149514188424,0.00119096040725708,0.9332090246677399,0.0009856568130652728,-0.0013914942741393155,0
0.738460648059845,0.933223831653595,0.9152346611022949,0.7360039782524108,0.008362149514188424,0.00119096040725708,0.9332090246677399,0.0009856568130652728,-0.0013914942741393155,0
0.738460648059845,0.933223831653595,0.9152346611022949,0.7360039782524108,0.008362149514188424,0.00119096040725708,0.9332090246677399,0.0009856568130652728,-0.0013914942741393155,0
0.7236139178276062,0.9324447751045227,0.9172219276428223,0.7346384012699126,0.009124248007752436,-0.0151874780654907,0.9329919695854187,0.0008860281375227902,-0.00034624338150024414,0
0.7236139178276062,0.9324447751045227,0.9172219276428223,0.7346384012699126,0.009124248007752436,-0.0151874780654907,0.9329919695854187,0.0008860281375227902,-0.00034624338150024414,0
0.7236139178276062,0.9324447751045227,0.9172219276428223,0.7346384012699126,0.009124248007752436,-0.0151874780654907,0.9329919695854187,0.0008860281375227902,-0.00034624338150024414,0
0.7236139178276062,0.9324447751045227,0.9172219276428223,0.7346384012699126,0.009124248007752436,-0.0151874780654907,0.9329919695854187,0.0008860281375227902,-0.00034624338150024414,0
